keywords,year,_metaphor,_author,_url,id,bin,bin_start
Light,1500,"""In the rest there is that light of Reason, whereby good may be known from evil, and which discovering the same rightly is termed right.""","Hooker, Richard (1554-1600)",http://metaphors.lib.virginia.edu/metaphors/19775,still_life_light_349,1500-1600,1500
Light,1500,"""His meaning is, that by force of the light of Reason, wherewith God illuminateth every one which cometh into the world, men being enabled to know truth from falsehood, and good from evil, do thereby learn in many things what the will of God is; which will himself not revealing by any extraordinary means unto them, but they by natural discourse attaining the knowledge thereof, seem the makers of those Laws which indeed are his, and they but only the finders of them out.""","Hooker, Richard (1554-1600)",http://metaphors.lib.virginia.edu/metaphors/19778,landscape_force_light_reason_wherewith_g_352,1500-1600,1500
"Uncategorized,Writing",1750,"""Explore the dark recesses of the mind, / In the Soul's honest volume read mankind, / And own, in wise and simple, great and small, / The same grand leading Principle in All.""","Churchill, Charles (1731-1764)",http://metaphors.lib.virginia.edu/metaphors/22377,still_life_dark_recesses_volume_read_simp_8554,1750-1800,1750
Animals,1500,"""Lastly, such persons after the last iudgement, shall haue not onely their bodies in torment, but the vvorme in the soule and conscience shall neuer die.""","Perkins, William (1558-1602)",http://metaphors.lib.virginia.edu/metaphors/17628,portrait_torment_vvorme_363,1500-1600,1500
Animals,1500,"""[A]nd so Gods care to man is manifest in this, that when he created man and placed him in the worlde, he gaue him conscience to be his keeper to follow him alwaies at the heeles & to dogge him (as we say) & to pry into his actions & to beare witnesse of them all.""","Perkins, William (1558-1602)",http://metaphors.lib.virginia.edu/metaphors/17634,landscape_follow_alwaies_heeles_dogge_369,1500-1600,1500
War,1500,"""Within so small a time, my woman's heart / Grossly grew captive to his honey words / And proved the subject of mine own soul's curse.""","Shakespeare, William (1564-1616)",http://metaphors.lib.virginia.edu/metaphors/8789,landscape_captive_subject_377,1500-1600,1500
Music,1500,"""Harp on it still shall I, till heart-strings break.""","Shakespeare, William (1564-1616)",http://metaphors.lib.virginia.edu/metaphors/8790,still_life_heart_strings_break_378,1500-1600,1500
Weather,1500,"""Methought I had, and often did I strive  / To yield the ghost, but still the envious flood  / Stopped-in my soul and would not let it forth  / To find the empty, vast, and wand'ring air,  / But smothered it within my panting bulk,  / Who almost burst to belch it in the sea.""","Shakespeare, William (1564-1616)",http://metaphors.lib.virginia.edu/metaphors/8793,landscape_wand_ring_air_within_sea_381,1500-1600,1500
Writing,1500,"""I took him for the plainest harmless creature / That breathed upon the earth, a Christian, / Made him my book wherein my soul recorded  / The history of all her secret thoughts.""","Shakespeare, William (1564-1616)",http://metaphors.lib.virginia.edu/metaphors/8796,landscape_book_wherein_history_384,1500-1600,1500
Physics,1750,"""The heart of a woman does, I imagine, naturally gravitate towards a handsome, well-dressed, well-bred fellow, without enquiry into his mental qualities.""","Brooke [née Moore], Frances (bap. 1724, d. 1789)",http://metaphors.lib.virginia.edu/metaphors/13961,portrait_naturally_gravitate_towards_en_8580,1750-1800,1750
Mineral,1500,"""You have dancing shoes / With nimble soles; I have a soul of lead / So stakes me to the ground I cannot move.""","Shakespeare, William (1564-1616)",http://metaphors.lib.virginia.edu/metaphors/8801,landscape_lead_389,1500-1600,1500
Fire,1750,"""My soul is on fire at this insult: his age, his virtues protect him, but Lord Melvin--Let him avoid my fury.""","Brooke [née Moore], Frances (bap. 1724, d. 1789)",http://metaphors.lib.virginia.edu/metaphors/21219,portrait_fire_fury_8585,1750-1800,1750
Body,1500,"""Now hath my soul brought forth her prodigy,  / And I, a gasping new-delivered mother, / Have woe to woe, sorrow to sorrow joined.""","Shakespeare, William (1564-1616)",http://metaphors.lib.virginia.edu/metaphors/8808,still_life_brought_forth_delivered_mother_395,1500-1600,1500
Population,1500,"""My brain I'll prove the female to my soul, / My soul the father, and these two beget / A generation of still-breeding thoughts; / And these same thoughts people this little world / In humours like the people of this world.""","Shakespeare, William (1564-1616)",http://metaphors.lib.virginia.edu/metaphors/8809,landscape_beget_generation_breeding_thou_396,1500-1600,1500
Fetters,1750,"""Unwilling to condemn, thy soul disdains / To wear vile faction's arbitrary chains.""","Churchill, Charles (1731-1764)",http://metaphors.lib.virginia.edu/metaphors/13938,still_life_arbitrary_chains_8589,1750-1800,1750
Animals,1500,"""And for we think the eagle-wingèd pride / Of sky-aspiring and ambitious thoughts.""","Shakespeare, William (1564-1616)",http://metaphors.lib.virginia.edu/metaphors/8811,landscape_pride_winged_eagle_sky_pride_w_398,1500-1600,1500
Mineral,1500,"""A jewel in a ten-times barred up chest / Is a bold spirit in a loyal breast.""","Shakespeare, William (1564-1616)",http://metaphors.lib.virginia.edu/metaphors/8812,still_life_jewel_399,1500-1600,1500
Government,1750,"Philosophy may overturn Reason's throne and strive ""proudly in its place to plant her own""","Churchill, Charles (1731-1764)",http://metaphors.lib.virginia.edu/metaphors/13993,still_life_overturn_throne_8596,1750-1800,1750
Eating and Drinking,1500,"""The mind shall banquet, though the body pine.""","Shakespeare, William (1564-1616)",http://metaphors.lib.virginia.edu/metaphors/8822,still_life_mind_though_banquet_405,1500-1600,1500
Plant,1500,"""Those thoughts to me were oaks, to thee like osiers bowed.""","Shakespeare, William (1564-1616)",http://metaphors.lib.virginia.edu/metaphors/8827,landscape_oaks_410,1500-1600,1500
Plant,1500,"""To weed this wormwood from your fruitful brain, / And therewithal to win me if you please.""","Shakespeare, William (1564-1616)",http://metaphors.lib.virginia.edu/metaphors/8830,landscape_weed_413,1500-1600,1500
Government,1500,"""But thoughts, the slaves of life, and life, time's fool, / And time, that takes survey of all the world, / Must have a stop.""","Shakespeare, William (1564-1616)",http://metaphors.lib.virginia.edu/metaphors/8833,still_life_slaves_life_416,1500-1600,1500
Eating and Drinking,1500,"""Sir, he hath never fed of the dainties that are bred in a book. He hath not eat paper, as it were, he hath not drunk ink. His intellect is not replenished, he is only an animal, only sensible in the duller parts.""","Shakespeare, William (1564-1616)",http://metaphors.lib.virginia.edu/metaphors/8834,still_life_fed_eat_paper_drunk_417,1500-1600,1500
Uncategorized,1500,"The ""body of man is no other but a little modell of the sensible world, and his soul an Image of the world intelligible""","Romei, Annibale",http://metaphors.lib.virginia.edu/metaphors/8835,landscape_little_modell_intelligible_418,1500-1600,1500
Architecture,1500,"""An habitation giddy and unsure / Hath he that buildeth on the vulgar heart.""","Shakespeare, William (1564-1616)",http://metaphors.lib.virginia.edu/metaphors/8837,landscape_unsure_giddy_habitation_420,1500-1600,1500
Fetters,1750,"""This melting mass of flesh She may controul / With iron ribs, She cannot chain my Soul.""","Churchill, Charles (1731-1764)",http://metaphors.lib.virginia.edu/metaphors/14026,landscape_iron_chain_8614,1750-1800,1750
Animals,1500,"""[B]ut, for their spirits and souls, / This word 'rebellion', it had froze them up, / As fish are in a pond""","Shakespeare, William (1564-1616)",http://metaphors.lib.virginia.edu/metaphors/8842,still_life_fish_425,1500-1600,1500
Liquid,1500,"""'Tis with my mind / As with the tide swelled up unto his height, / That makes a still stand, running neither way.""","Shakespeare, William (1564-1616)",http://metaphors.lib.virginia.edu/metaphors/8872,seascape_tide_swelled_429,1500-1600,1500
Impressions,1750,"""Take the bloody seal I give thee, / Deep impressed upon thy soul.""","Cowper, William (1731-1800)",http://metaphors.lib.virginia.edu/metaphors/16842,still_life_impressed_upon_seal_8623,1750-1800,1750
Body,1500,"""Love looks not with the eyes, but with the mind.""","Shakespeare, William (1564-1616)",http://metaphors.lib.virginia.edu/metaphors/8850,portrait_eyes_436,1500-1600,1500
Population,1500,"""My heart to her but as guestwise sojourned / And now to Helen is it home returned, / There to remain.""","Shakespeare, William (1564-1616)",http://metaphors.lib.virginia.edu/metaphors/8853,landscape_returned_remain_439,1500-1600,1500
Uncategorized,1500,"""Shut doors after you. / Fast bind, fast find -- / A proverb never stale in thrifty mind.""","Shakespeare, William (1564-1616)",http://metaphors.lib.virginia.edu/metaphors/8859,still_life_stale_thrifty_444,1500-1600,1500
Fire,1750,"Whence from such lands each pleasing science flies, / That first excites desire and then supplies; / Unknown to them, when sensual pleasures cloy, / To fill the languid pause with finer joy; / Unknown those powers that raise the soul to flame, / Catch every nerve and vibrate through the frame.""","Goldsmith, Oliver (1728?-1774)",http://metaphors.lib.virginia.edu/metaphors/13984,landscape_fill_raise_flame_catch_vibrate_8650,1750-1800,1750
Fire,1750,"""In wild excess the vulgar breast takes fire, / Till, buried in debauch, the bliss expire.""","Goldsmith, Oliver (1728?-1774)",http://metaphors.lib.virginia.edu/metaphors/13985,landscape_takes_fire_till_8651,1750-1800,1750
Liquid,1750,Thought may melt,"Collins, William (1721-1759)",http://metaphors.lib.virginia.edu/metaphors/14027,portrait_thought_may_melt_8668,1750-1800,1750
Body,1600,"""Heere ar no eyes, why, they ar in my minde, / Wherby I see the fortunes of mankind.""",Anonymous,http://metaphors.lib.virginia.edu/metaphors/18621,portrait_eyes_486,1600-1700,1600
Mineral,1750,"""O Judah, if in this thy day / My Will thou purpose to obey, / Steel not thy breast to truths divine, / As erst the Fathers of thy line""","Merrick, James (1720-1769)",http://metaphors.lib.virginia.edu/metaphors/14093,still_life_steel_erst_8680,1750-1800,1750
Impressions,1750,"""Nature has stamped an original impression on certain minds, which Education may greatly alter or efface, but seldom so entirely as to prevent its traces being seen by an accurate observer.""","Gregory, John (1724-1773)",http://metaphors.lib.virginia.edu/metaphors/17504,landscape_stamped_impression_8689,1750-1800,1750
Uncategorized,1600,"""Thou turn'st mine eyes into my very soul, / And there I see such black and grainèd spots  / As will not leave their tinct. ""","Shakespeare, William (1564-1616)",http://metaphors.lib.virginia.edu/metaphors/8914,portrait_black_spots_497,1600-1700,1600
Animals,1600,"""Haste, haste me to know it, that with wings as swift / As meditation or the thoughts of love / May sweep to my revenge.""","Shakespeare, William (1564-1616)",http://metaphors.lib.virginia.edu/metaphors/8915,landscape_wings_swift_wings_498,1600-1700,1600
"Vehicles,Weather,Liquid",1750,"""""Unwise, who, tossing on the watery way, / All to the storm th'unfetter'd sail devolve; / Man more unwise resigns the mental sway, / Born headlong on by passion's keen resolve.""","Beattie, James (1735-1803)",http://metaphors.lib.virginia.edu/metaphors/18816,seascape_watery_way_sail_storm_th_way_s_8693,1750-1800,1750
